Term	Language ID	Definition	External cross reference (definition)	Note (definition)	Note (Term)	Part of speech	Grammatical gender	Grammatical number	Pronunciation	Etymology	Orthographic variant	Acronym	Full form	Abbreviation	Derivative	Collocation	Synonym	Quasi synonym	Hypernym	Hyponym	Context	External cross reference (context)	Register	Common name	Scientific name	Domain	Subdomain	Sub-subdomain
caractère variétal	fr	C’est l’arôme spécifique d’un cépage, présent dans la baie de raisin, et qui s’exprime dans le vin de façon nette et évidente.	https://www.vins-bourgogne.fr/glossaire/caractere-varietal,2530,9410.html?&args=Y29tcF9pZD0xNTU5JmFjdGlvbj12aWV3R2xvc3NhaXJlJmlkPSZtb3Q9MTA0fA%3D%3D			substantif	masculin	singulier	\kaʁak.tɛʁ vaʁje.tal\	caractère : du latin chăractēr (« marque au fer rouge, empreinte, cachet, style, caractère »), du grec ancien χαρακτήρ, kharakter (« signe, empreinte ») ; variétal : dérivé de variété (du latin varietas) avec le suffixe -al.							/être/ /arôme/ /spécifique/ /cépage/ /présent/ /baie/ /raisin/ /s'exprimer/ /vin/ /façon/ /nette/ /évidente/					Vins jeunes, généralement issus du dernier millésime, ils sont vinifiés de manière à magnifier le caractère variétal du cépage, le goût du raisin.	https://www.sipp.com/vins-et-eaux-de-vie-44.html	spécialisé	caractère variétal		œnologie	
forsellina	fr	Cépage noir italien utilisé en assemblage pour le Bardolino et le Valpolicella.	https://www.abcduvin.com/index.php/term/,6c53aa9f5fa7ad706e53adada2b1ac.xhtml	définition personnelle basée sur la définition de Abcduvin		substantif	masculin	invariable	\forsel.lina\	étymologie inconnue	Forsellina		cépage forsellina				/cépage/ /noir/ /italien/ /utilisé/ /assemblage/ /Bardolino/ /Valpolicella/	Forselina ; Forsellana Pignola ; della Forsella		cépage		En valpolicella, on peut aussi ajouter de petites quantités de cépages aux noms plutôt charmants : corvinone, oseleta, forsellina, rossignola, dindarella, etc.	https://s7d9.scene7.com/is/content/SAQ/eCatalog/Cellier/NvlArr14_Cellier7_fr.pdf	spécialisé	forsellina		vitiviniculture	
rossignola	fr	Cépage italien de raisins noirs.	https://fr.wikipedia.org/wiki/Rossignola			substantif	masculin	invariable	\rossiɲ.ɲɔla\	Le nom du cépage dérive de la couleur rouge du raisin	Rossignola		cépage Rossignola				/cépage/ /italien/ /raisins/ /noirs/	Groppello ; Pulcella ; Rossetta ; Rossetta del Lago ; Rossignola della Valpolicella ; Rossignola di montagna ; Rossignola veronese ; Rossiola ; Rossola		cépage		Cesari Amarone Della Valpolicella Classico 2015 (39,17€) est un vin rouge de l'appellation Amarone della Valpolicella des caves Cesari avec une sélection de rossignola, rondinella, negrara et corvina veronese de la vendange 2015 et avec une teneur en alcool de 15º.	https://www.drinksco.fr/vin-amarone-della-valpolicella/cesari-amarone-della-valpolicella-classico-2015	spécialisé	rossignola		vitiviniculture	
dindarella	fr	Le dindarella est un cépage italien de Vénétie.	https://fr.wikipedia.org/wiki/Dindarella			substantif	masculin	invariable	\dinda.rɛlla\		Dindarella						/dindarella/ /cépage/ /italien/ /Vénétie/			cépage	Pelara	Tedeschi Valpolicella Ripasso Capitel San Rocco Superiore 2018 (15,50€) est un vin rouge de l'appellation Valpolicella Ripasso des caves Tedeschi avec une sélection de corvinone, rossignola, rondinella, oseleta, negrara, dindarella et corvina de la vendange 2018 et avec une teneur en alcool de 14º.	https://www.drinksco.fr/vin-valpolicella-ripasso/tedeschi-valpolicella-ripasso-capitel-san-rocco-superiore-2018	spécialisé	dindarella		vitiviniculture	
Negrara	fr	Le cépage Negrara est un cépage noir italien, qui participe au vin Valpolicella.	https://www.gastronomiac.com/boissons_vins_alcool/negrara/			substantif	masculin	invariable	\ne.grara\								/cépage/ /Negrara/ /être/ /cépage/ /noir/ /italien/ /participer/ /vin/ /Valpolicella/			Negrare	Negrara trentina, Negrara veronese, Negronza	Cesari est le producteur de Cesari Mara Valpolicella Ripasso 2018 (17,36€), un vin rouge de Valpolicella Ripasso qui inclu rondinella, negrara et corvina de 2018 et un titre alcoométrique de 13.5º.	https://www.drinksco.fr/vin-valpolicella-ripasso/cesari-mara-valpolicella-ripasso-2018	spécialisé	Negrara		vitiviniculture	
verdiso	fr	Le verdiso est un cépage italien de raisins blancs.	https://fr.wikipedia.org/wiki/Verdiso			substantif	masculin	invariable	\verˈdizo\	Le nom dérive de la couleur verte des raisins	Verdiso ; Verdisa ; Verdise						/verdiso/ /être/ /cépage/ /italien/ /raisins/ /blancs/			cépage	Verdiso tranquillo ; Verdiso frizzante ; Verdiso Spumante ; Verdiso Passito	Tous vins de Prosecco sont basés sur le cépage Glera, (85% de l’assemblage au minimum). Le Glera peut être complété par les cépages Bianchetta, Perera et Verdiso.	https://www.transandine.fr/vigneron/prosecco/	spécialisé	verdiso		vitiviniculture	
croatina	fr	Le croatina est un cépage italien de raisins noir.	https://fr.wikipedia.org/wiki/Croatina			substantif	masculin	invariable	\kroa.tina\		Croatina						croatina/ /être/ /cépage/ /italien/ /raisins/ /noirs/	Croata ; Croattina ; Crovattina/o ; Crovettina ; Uga del zio ; Neretto ; Uva Vermiglia ; Nebbiolo di Gattinara ; Bonarda di Rovescala		cépage		Le Croatina donne des vins robustes, sombres avec des tanins modérés.	https://www.vintology.be/fr/c%C3%A9page/croatina	spécialisé	croatina		vitiviniculture	
vendanger	fr	Récolter le raisin d'une vigne.	https://www.larousse.fr/dictionnaires/francais/vendanger/81361		ce verbe peut aussi être intransitif (« faire la vendange »)	verbe transitif			\vɑ̃dɑ̃.ʒe\	Du latin vindemiare					vendangé	vendanger les raisins ; machines à vendanger	/récolter/ /raisin/ /vigne/			cépage	vendanger à la main ; vendanger à la machine	Nous choisissons enfin de vendanger à la main les raisins qui entrent dans l'élaboration de vins de Vouvray dont la fermentation et l'élevage se passent dans des fûts ou foudre de chêne.	https://www.rdvdanslesvignes.com/vendanges-2020-vouvray-val-de-loire/	spécialisé	vendanger		vitiviniculture	
Bianchetta Trevigiana	fr	Cépage blanc de Vénétie.	https://www.abcduvin.com/index.php/term/,6c53ad9f5fa7ad706e53aaa4adaf.xhtml			substantif	masculin	invariable	\bjan.ketta trevi.ʤana\	Peut-être le nom dérive de la couleur des raisins	Bianchetta Trevigiana			Bianchetta			/cépage/ /blanc/ /Vénétie/			Bianchette	Bianca gentile di Fonzaso ; Pavana bianca ; Vernaccia trentina ; Vernanzina ; Vernazzina ; Uva cinese	Le glera est le cépage principal. Il doit composer 85 % des vins de la DOCG. Les autres cépages sont les verdiso, bianchetta trevigiana, perera ou glera lunga, pinot bianco, pinot grigio, pinot nero et chardonnay.	https://vinquebec.com/prosecco	spécialisé	Bianchetta Trevigiana		vitiviniculture	
Perera	fr	Cépage blanc de Trévise et de Valdobbiadene.	https://www.abcduvin.com/index.php/term/,6c53ad9f5fa7ad706e53abadabaab1.xhtml	définition personnelle basée sur la définition de Abcduvin		substantif	masculin	invariable	\pe.rɛra\	Le nom probablement dérive de la saveur particulière de poire de la pulpe du raisin, mais peut-être il dérive aussi de la forme des raisins qui rappellent une poir renversée	perera						/cépage/ blanc/ /Trévise/ /Valdobbiadene/	Pevarise ; Peverisa ; Peverise ; Uva della Madonna		cépage	Pevarise moscata ; Pevarise semplice	Il est produit à minima de 85 % du cépage autochtone, Glera. Il est le plus souvent complété par les cépages : Bianchetta, Perera et Verdiso.	https://www.troisfoisvin.com/blog/a-la-decouverte-des-vins-italiens/	spécialisé	Perera		vitiviniculture	
pruine	fr	La pruine est une couche cireuse et légèrement poudreuse présente sur la pellicule du raisin.	http://www.vin-vigne.com/lexique/definition-pruine.html		la pruine recouvre aussi la surface des fruits (es: prunes ou myrtilles), certaines graminées, champignons et plantes grasses	substantif	féminin	singulier	\pʁy.in\	Du latin pruina (« frimas, gelée blanche »)					pruineux ; pruinescence ; pruinosité	la pruine + recouvrir ; riche en pruine	/pruine/ /être/ /couche/ /cireuse/ /légèrement/ /poudreuse/ /présente/ /pellicule/ /raisin/					En permettant la macération du moût (premier jus épais) par le contact avec les levures contenues dans la pellicule qui recouvre les grains de raisin (la pruine), le foulage garantit, pour un vin rouge ou blanc, le départ de la fermentation.	https://www.inrap.fr/dossiers/Archeologie-du-Vin/Qu-est-ce-que-le-vin-/Culture-du-vin#.YSStWrAzbIU	spécialisé	pruine		vitiviniculture	
tonneau	fr	Grand récipient cylindrique en bois, renflé en son milieu, fait de douves cintrées assemblées et maintenues par des cercles de bois ou de fer et fermé par deux fonds plats.	https://www.cnrtl.fr/definition/tonneau		ce terme est utilisé souvent aussi au pluriel (tonneaux)	substantif	masculin	singulier	\tɔ.no\	De l’ancien français tonnel						tonneau de vin ; tonneau de chêne ; tonneau en bois ; tonneau(x) de + litres	/grand/ /récipient/ /cylindrique/ /bois/ /renflé/ /son/ /milieu/ /fait/ /douves/ /cintrées/ /assemblées/ /maintenues/ /cercles/ /bois/ /fer/ /fermé/ /deux/ /fonds/ /plats/				foudre ; tonnelet ; fût ; baril ; pièce	La sélection du bois est l’étape fondamentale dans la fabrication du tonneau. En tant que matière première, le bois conditionne non seulement la qualité du fût mais aussi celle de ses arômes.	https://www.vinotrip.com/fr/blog/savoir-faire-ancestral-tonnellerie/	spécialisé	tonneau		œnologie	vinification
microclimat	fr	Un microclimat désigne l'ensemble des conditions météorologiques d'une zone de faible extension géographique qui diffèrent du climat général de la zone considérée.	https://www.futura-sciences.com/planete/definitions/climatologie-microclimat-6054/			substantif	masculin	singulier	\mikʁokli.ma\	Ce mot est composé du préfixe micro- issu du grec ancien μικρός, micros (« petit ») et de climat dérivé du grec ancien κλίμα, klima (« inclinaison de la terre vers le pôle », d'où « climat », « région », « zone » et, au figuré, « inclinaison », « penchant »)						microclimat idéal ; créer un microclimat ; obtenir un microclimat ; construire un microclimat	/microclimat/ /désigner/ /ensemble/ /conditions/ /météorologiques/ /zone/ /faible/ /extension/ /géographique/ /différer/ /climat/ /général/ /zone/ /considérée/					Protégés par le microclimat de l'Estuaire de la Gironde 21 hectares de vignes dont 6 hectares en cours d'arrachage.	https://www.intervignes.com/vineyards-vine-properties-3499-1-21-Hectares-de-Vignes-.html	spécialisé	microclimat		climatologie	
vigne	fr	Terrain planté de vigne cultivée.	https://www.larousse.fr/dictionnaires/francais/vigne/81957			substantif	féminin	singulier	\viɲ\	Du latin vīnĕa (« vignoble », « cep de vigne », « pied de vigne »)						hectares de vigne ; art de la vigne ; rangs de vigne ; parcelle de vigne ; taille de la vigne ; travail de la vigne ; culture de la vigne; développement de la vigne ; précocité de la vigne ; plantation de vigne ; productivité de la vigne ; enracinement de la vigne ; vigueur de la vigne ; palissage de la vigne ; rendement de la vigne ; conduite de la vigne ; produits de la vigne ; fruits de la vigne ; implanter une vigne ; vieilles vignes	/terrain/ /planté/ /vigne/ /cultivée/	clos ; vignoble ; cépage			vigne vierge	De mars à avril, la vigne se réveille progressivement et la sève reprend sa circulation dans la plante.	https://www.vin-survin.fr/2020/04/02/comment-faire-du-vin/	spécialisé	vigne		vitiviniculture	
cru	fr	Terroir considéré au point de vue de ses productions (se dit particulièrement des vignobles) et le vin produit par ce terroir.	https://www.larousse.fr/dictionnaires/francais/cru/20743/locution?q=grand	définition personnelle basée sur la définition du dictionnaire Larousse	Ce terme est utilisé souvent pour le champagne	substantif	masculin	singulier	\kʁy\		Cru					cru d'exception ; meilleurs crus ; échelle des crus	/terroir/ /considéré/ /point/ /vue/ /productions/ /dire/ /particulièrement/ /vignobles/ /vin/ /produit/ /ce/ /terroir/				Grand Cru ; Premier Cru ; Cru	Il existe différents vins de champagne. En fonction de leur fabrication, ils peuvent être classés ou non selon leur cru et leur terroir d’origine.	https://bullesdechamp.fr/type-champagne/	spécialisé	cru		œnologie	dégustation
Marzemino	fr	Le Marzemino est un cépage italien de raisins noirs.	https://fr.wikipedia.org/wiki/Marzemino			substantif	masculin	invariable	\mardze.mino\	Certains pensent que le nom de ce cépage dérive du latin tard Marzarimen (blé de mars) à cause de la taille très petite de ses raisins	Marzemina		cépage Marzemino			cépage Marzemino	Marzemino/ /être/ /cépage/ /italien/ /raisins/ /noirs/	Marzemino d’Isera ; Marzemino d’Istria		cépage	Marzemino Gentile (ou Comune) ; Marzemina bianca (ou Padovana)	Le Vigneto Montesco Colli di Conegliano du Domaine Masottina est un vin rouge de la région de Veneto. Ce vin est un assemblage de 4 cépages qui sont le Cabernet Sauvignon, le Cabernet Franc, le Merlot et le Marzemino.	https://www.winedexer.com/vin/masottina/vigneto-montesco-colli-di-conegliano	spécialisé	Marzemino		vitiviniculture	
réservoir sous pression	fr	Un réservoir sous pression est un réservoir conçu pour contenir des gaz ou des liquides à une pression nettement différente de la pression ambiante.	https://fr.wikipedia.org/wiki/R%C3%A9servoir_sous_pression			substantif	masculin	singulier	\ʁezɛʁ.vwaʁ su pʁɛ.sjɔ̃\	réservoir : du verbe réserver (du latin reservare) avec le suffixe -oir ; sous : du latin subtus (« en dessous, par-dessous ») ; pression : du latin pressio dérivé de premere							/réservoir/ /sous/ /pression/ /être/ /réservoir/ /conçu/ /contenir/ /gaz/ /liquides/ /pression/ /nettement/ /différente/ /pression/ /ambiante/	cuve sous pression		réservoir	type I ; type II ; type III ; type IV	Réservoirs sous pression à fond bombé pour la carbonatation de la bière, du vin ou du cidre.	https://raynoxinc.com/vignoble/	spécialisé	réservoir sous pression		agroalimentaire	
fertilisation organique	fr	La fertilisation organique permet un recyclage et une valorisation des effluents d’élevage ainsi que des matières organiques urbaines, tout en augmentant la fertilité du sol.	https://daaf.reunion.agriculture.gouv.fr/IMG/pdf/Chapitre_2_-_DAAF_GUIDE_BPA_cle096d66.pdf			substantif	féminin	singulier	\fɛʁtiliza.sjɔ̃ ɔʁɡa.nik\	fertilisation : de fertiliser (de fertile, du latin fertilis), avec le suffixe -ation ; organique : du latin organicus						effets de la fertilisation organique ; conduite de la fertilisation organique ; raisonner la fertilisation organique	/fertilisation/ /organique/ /permettre/ /recyclage/ /valorisation/ /effluents/ /élevage/ /matières/ /organiques/ /urbaines/ /augmenter/ /fertilité/ /sol/			fertilisation	organiques élaborés ; organiques bruts ; minéraux ; produits résiduaires	Les apports réguliers de fertilisation organique à partir de 2016 pour la modalité pied à pied ont permis d’augmenter les quantités d’azote disponible pour la vigne.	https://rouffach-wintzenheim.educagri.fr/fileadmin/user_upload/Experimentations/Entretien_du_sol/Rapport_d_activites_-_Projet_Entretien_du_sol_-_2018_juin_2019.pdf	spécialisé	fertilisation organique		agronomie	
examen gustatif	fr	L'examen gustatif est la troisième étape de la dégustation analytique d'un vin, on prend en bouche une petite quantité de vin, 1 à 2 cl. On va ensuite analyser, l'attaque, l'évolution, la finale et l'équilibre général.	http://www.vin-vigne.com/lexique/definition-examen-gustatif.html			substantif	masculin	singulier	\eɡza.mɛ̃ ɡysta.tif\	examen : du latin examen (« essaim »), de exigere (« pousser hors de, chasser », « faire sortir » d’où « exiger » voir ce mot ; puis ex exprimant l’achèvement le sens de « mener à terme, achever », spécialement « achever une pesée, peser exactement », d’où le sens actuel de « contrôle, examen » ; gustatif : du latin gustatum, forme du verbe latin gustare (« goûter »)							/examen/ /gustatif/ /être/ /troisième/ /étape/ /dégustation/ /analytique/ /vin/ /prendre/ /bouche/ /petite/ /quantité/ /vin/ /1/ /2/ /cl/ /aller/ /ensuite/ /analyser/ /attaque/ /évolution/ /finale/ /équilibre général/			dégustation		L’examen gustatif est la finalité de la dégustation, c’est à cette étape que vous réalisez si le vin correspond à votre imagination suite à l’analyse visuelle et olfactive réalisée.	https://www.vins-bergeracduras.fr/degustez/devenez-un-expert/	spécialisé	examen gustatif		œnologie	dégustation
